"node","total_degree"
"Q961D9","40"
"Q9SQH9","40"
"R-HSA-8950505","40"
"Q8TA94","40"
"Q08965","40"
"P62972","40"
"P14605","40"
"P34659","40"
"Q8CII8","40"
"O82804","40"
"Q62908","40"
"P09032","40"
"Q948J9","40"
"Q93212","40"
"R-HSA-9619483","40"
"Q9LNT9","40"
"Q9Y5Y3","40"
"Q9SCR0","40"
"P06628","40"
"Q9D8C6","40"
"P53844","40"
"P0ABH7","40"
"P46674","40"
"R-DDI-9013404","40"
"Q9DAK2","40"
"Q8NA77","40"
"P0A763","40"
"P40010","40"
"D060050","40"
"P41846","40"
"Q9FK59","40"
"Q13203","40"
"P9WNU1","40"
"P07024","40"
"Q8N6S4","40"
"R-BTA-5687128","40"
"Q07076","40"
"Q8L999","40"
"R-HSA-70221","40"
"Q9Y4I5","40"
"O36030","40"
"Q9S9Z2","40"
"Q9ZQ12","40"
"P0C862","40"
"P12887","40"
"Q8GZ26","40"
"O00479","40"
"Q8IW03","40"
"P06778","40"
"R-HSA-170822","40"
"P14081","40"
"D011020","40"
"R-MMU-1433557","40"
"P53332","40"
"Q9M1Z3","40"
"Q3KNT9","40"
"Q8IYP9","40"
"O49608","40"
"Q8N111","40"
"Q9UPX6","40"
"Q9H1M3","40"
"Q9H4K1","40"
"Q5VXT5","40"
"Q5JUW0","40"
"P08142","40"
"Q7Z7K2","40"
"Q9P2Z0","40"
"Q9ZPW2","40"
"R-SCE-8854050","40"
"P76016","40"
"Q9SJJ3","40"
"Q8IVE3","40"
"P0AC69","40"
"Q9UNN4","40"
"Q9W2H9","40"
"Q9FG61","40"
"Q9SHC2","40"
"Q5VTQ0","40"
"P32604","40"
"Q9FJ07","40"
"Q46925","40"
"D012811","40"
"P53196","40"
"P23827","40"
"Q8VZP4","40"
"Q96DX8","40"
"O82486","40"
"O48533","40"
"Q12518","40"
"O49660","40"
"P20484","40"
"P9WG67","40"
"Q96LL3","40"
"Q08873","40"
"P40186","40"
"P13045","40"
"Q9SV30","40"
"P00861","40"
"Q95QZ9","40"
"Q93W88","40"
"Q96F81","40"
"P34241","40"
"P0A6M4","40"
"Q19749","40"
"Q3SX64","40"
"R-HSA-5696397","40"
"P38328","40"
"Q8IZS6","40"
"P11071","40"
"O13351","40"
"P32609","40"
"P12282","40"
"P0AB87","40"
"Q852U6","40"
"Q9HB15","40"
"R-HSA-176408","40"
"P38622","40"
"R-HSA-1296041","40"
"P48234","40"
"P48002","40"
"Q54QQ1","40"
"Q9BTV6","40"
"Q5VZ52","40"
"Q6UXA7","40"
"Q9SV07","40"
"Q9LW29","40"
"Q9CQT7","40"
"P41410","40"
"Q96IX9","40"
"Q9W1A4","40"
"O81775","40"
"P69490","40"
"R-BTA-6807878","40"
"Q96PE6","40"
"Q8NCR3","40"
"Q9XSK0","40"
"Q9LQI9","40"
"SMP0000408","40"
"DB15561","40"
"Q9FMX2","40"
"P25379","40"
"Q06604","40"
"Q03705","40"
"Q9HCZ1","40"
"Q8GWQ6","40"
"Q8TAG6","40"
"R-HSA-400042","40"
"P53538","40"
"Q8IW36","40"
"D013746","40"
"Q68DU8","40"
"Q8BP92","40"
"Q04003","40"
"P38692","40"
"P40030","40"
"D001019","40"
"P33313","40"
"P07017","40"
"O08641","40"
"Q9NWW7","40"
"Q9UJT2","40"
"Q9SII9","40"
"Q9CQJ2","40"
"D057180","40"
"P40313","40"
"P31358","40"
"P69853","40"
"Q9SL70","40"
"P06100","40"
"Q23064","40"
"Q96NL1","40"
"P52868","40"
"Q9C758","40"
"Q8AWF5","40"
"D015160","40"
"P38333","40"
"Q7Z444","40"
"Q96JA4","40"
"P26602","40"
"O75493","40"
"Q4G0Z9","40"
"D017088","40"
"O74958","40"
"Q8N1Q8","40"
"O76689","40"
"Q66HV9","40"
"Q8GWP0","40"
"P53894","40"
"Q6IEY1","40"
"P53068","40"
"P40850","40"
"Q9SII8","40"
"O13563","40"
"P23565","40"
"O14170","40"
"D000471","40"
"Q6IPR1","40"
"P37624","40"
"Q21952","40"
"Q38836","40"
"DB15283","40"
"R-HSA-1362277","40"
"P0CH99","40"
"P24867","40"
"Q9LST3","40"
"D018197","40"
"D012135","40"
"Q9LXX5","40"
"Q9XI46","40"
"D017094","40"
"Q10113","40"
"D006558","40"
"P04387","40"
"P32342","40"
"P33301","40"
"Q6UWV2","40"
"Q4VP08","40"
"P40955","40"
"Q9ZNR6","40"
"Q86WS4","40"
"Q99314","40"
"P46769","40"
"Q9Y574","40"
"Q94JZ8","40"
"P0DP90","40"
"Q09725","40"
"D017674","40"
"Q96WV5","40"
"D011657","40"
"Q7XHI9","40"
"P0AGK8","40"
"Q93ZF6","40"
"O23171","40"
"Q9LFC0","40"
"P76594","40"
"Q9FGB0","40"
"D011628","40"
"Q99MS3","40"
"P40406","40"
"O94751","40"
"Q9ZUU8","40"
"Q9S9K9","40"
"O60812","40"
"R-DRE-975957","40"
"D018901","40"
"O00634","40"
"Q7Z3H4","40"
"R-HSA-5083635","40"
"P40555","40"
"R-MMU-3899300","40"
"Q11120","40"
"Q8L831","40"
"R-HSA-76071","40"
"P25344","40"
"P26281","40"
"Q92914","40"
"D015266","40"
"R-MMU-6814122","40"
"R-HSA-5661231","40"
"R-HSA-450321","40"
"P14737","40"
"P40228","40"
"R-CEL-9755511","40"
"P53633","40"
"O14215","40"
"Q9FG30","40"
"Q7XJE6","40"
"Q9FFA7","40"
"P25349","40"
"P0A9X4","40"
"P38165","40"
"Q9ZWS7","40"
"Q96JK4","40"
"Q03509","40"
"R-HSA-6803204","40"
"O31760","40"
"Q9ZVM9","40"
"Q9M4B5","40"
"Q63425","40"
"Q9XTR1","40"
"DB15305","40"
"Q9LQ12","40"
"C572845","40"
"D001763","40"
"Q06096","40"
"Q10173","40"
"R-HSA-73728","40"
"Q12181","40"
"Q9FGR0","40"
"R-HSA-2682334","40"
"P9WN25","40"
"Q7L3V2","40"
"R-RNO-69481","40"
"Q9SYH2","40"
"P28631","40"
"D015812","40"
"Q8L7W0","40"
"P38140","40"
"P18888","40"
"P34221","40"
"Q9LY29","40"
"P53909","40"
"P27049","40"
"Q19289","40"
"Q9FMM7","40"
"Q8VZC9","40"
"R-HSA-6804758","40"
"SMP0000424","40"
"O00570","40"
"D005693","40"
"D015210","40"
"SMP0000524","40"
"Q9JJK4","40"
"Q02099","40"
"R-HSA-997272","40"
"O65685","40"
"D063647","40"
"P0A754","40"
"P36629","40"
"Q54JY7","40"
"O49340","40"
"Q5S2C4","40"
"P32864","40"
"Q08919","40"
"Q61069","40"
"P32833","40"
"D007673","40"
"Q2M3R5","40"
"Q9VIF5","40"
"D004535","40"
"Q21554","40"
"Q99L02","40"
"Q9BZW5","40"
"D053565","40"
"Q9GZH2","40"
"D004806","40"
"Q8IG69","40"
"Q12461","40"
"R-DDI-9013407","40"
"Q9BV97","40"
"R-MMU-1296072","40"
"Q9BVM2","40"
"D006929","40"
"R-HSA-5576892","40"
"O35317","40"
"Q9H467","40"
"Q9SK91","40"
"Q03828","40"
"Q9M086","40"
"Q96RD1","40"
"Q86WI0","40"
"P40565","41"
"Q07457","41"
"Q8LG05","41"
"Q9LFT8","41"
"Q8IYB9","41"
"Q5T0L3","41"
"Q8H0Y8","41"
"P00497","41"
"Q10159","41"
"Q94420","41"
"Q9LJB7","41"
"O15375","41"
"Q6ZTI6","41"
"D013576","41"
"Q6UWN8","41"
"P21165","41"
"P28743","41"
"D020200","41"
"Q9VS97","41"
"Q9NYR8","41"
"Q9C9N3","41"
"Q8LGI3","41"
"D015461","41"
"Q06213","41"
"Q7DLR9","41"
"Q8R313","41"
"Q9VPH8","41"
"Q96DR5","41"
"Q9XYM0","41"
"O64644","41"
"P18410","41"
"Q12452","41"
"Q9H9Y4","41"
"Q6ZWB6","41"
"P81408","41"
"SMP0000426","41"
"P30014","41"
"R-RNO-1632852","41"
"P41812","41"
"R-BTA-382556","41"
"P23595","41"
"Q6ZN11","41"
"Q5JTZ5","41"
"Q9UIW0","41"
"P32056","41"
"P87126","41"
"R-MMU-9013420","41"
"D009212","41"
"O13826","41"
"P12612","41"
"Q86W67","41"
"D001752","41"
"Q91X43","41"
"R-HSA-73863","41"
"Q9FNV9","41"
"Q5TZF3","41"
"P59796","41"
"Q9V8I2","41"
"C562785","41"
"P38348","41"
"D008258","41"
"Q8GYJ3","41"
"O95755","41"
"Q9LM15","41"
"Q9P7F8","41"
"Q9SAI2","41"
"MIM:612643","41"
"Q03750","41"
"P11972","41"
"Q96A23","41"
"Q9ZQ85","41"
"P57060","41"
"P78413","41"
"Q8L8A7","41"
"P06864","41"
"Q501F9","41"
"O13799","41"
"P43636","41"
"Q8IYX0","41"
"Q9C995","41"
"Q965X6","41"
"Q8IY84","41"
"P0A742","41"
"Q9FIR9","41"
"D020329","41"
"Q86V35","41"
"Q95ZK7","41"
"Q02457","41"
"Q9SZE1","41"
"Q02591","41"
"Q08457","41"
"Q96502","41"
"Q8N7B9","41"
"Q9STR4","41"
"Q01926","41"
"Q8H133","41"
"SMP0000238","41"
"P21865","41"
"P86479","41"
"Q8LE58","41"
"Q9FMK7","41"
"Q7XJS0","41"
"Q9SUA3","41"
"Q8TED9","41"
"Q03148","41"
"P53051","41"
"Q6PK81","41"
"Q8IUB2","41"
"R-HSA-9709603","41"
"Q06451","41"
"SMP0000237","41"
"R-RNO-5610785","41"
"Q96EY9","41"
"Q8N144","41"
"Q8N6D5","41"
"Q93WC4","41"
"DB11375","41"
"Q86XA9","41"
"SMP0000485","41"
"R-BTA-2132295","41"
"MIM:612431","41"
"P06208","41"
"P38170","41"
"Q06148","41"
"Q8L8T7","41"
"Q96HU8","41"
"R-BTA-5628897","41"
"P50091","41"
"P0C079","41"
"P54792","41"
"Q96RP3","41"
"Q9NS98","41"
"Q9H8L6","41"
"Q8WV48","41"
"Q84JP1","41"
"P50874","41"
"Q8WXT5","41"
"R-MMU-159231","41"
"P0AFM6","41"
"P00572","41"
"R-CEL-8856828","41"
"R-SPO-69017","41"
"Q54XS1","41"
"Q9BRJ9","41"
"Q02637","41"
"DB01878","41"
"Q9FWS9","41"
"Q6P9B9","41"
"P25302","41"
"D014313","41"
"O00631","41"
"D007642","41"
"R-HSA-5205685","41"
"P13517","41"
"Q9QXT0","41"
"P48597","41"
"P75831","41"
"Q9LZ82","41"
"D056769","41"
"Q3THG9","41"
"Q8L7U4","41"
"Q7RTU1","41"
"P37871","41"
"Q9VC70","41"
"Q9JI33","41"
"MIM:616707","41"
"P0C2L3","41"
"D010018","41"
"P21268","41"
"Q8LAT0","41"
"DB10349","41"
"Q86WC6","41"
"O82345","41"
"DB13154","41"
"P38985","41"
"Q6K9A2","41"
"P10506","41"
"Q641A1","41"
"D017682","41"
"O60224","41"
"Q7XHI5","41"
"Q12016","41"
"Q9CR42","41"
"Q6NSX1","41"
"Q94AY3","41"
"Q9FH95","41"
"P08373","41"
"Q9UDX4","41"
"Q9DB70","41"
"O60132","41"
"Q12344","41"
"Q9XVV3","41"
"P06987","41"
"P39016","41"
"R-HSA-8948700","41"
"Q9Y2T5","41"
"Q6IMI6","41"
"D012608","41"
"P91409","41"
"SMP0000721","41"
"Q99N34","41"
"P24784","41"
"Q6P4H8","41"
"Q6EBC2","41"
"R-HSA-8949613","41"
"A2RUC4","41"
"R-HSA-1482788","41"
"P38116","41"
"Q3UM45","41"
"Q8NGH7","41"
"P28519","41"
"O34529","41"
"P40055","41"
"R-SPO-75815","41"
"P23642","41"
"Q9CAM7","41"
"D020159","41"
"P04949","41"
"Q6NY15","41"
"O96860","41"
"Q8NCK7","41"
"Q9C0C6","41"
"Q6P656","41"
"P0AEK7","41"
"R-MMU-2559582","41"
"Q07800","41"
"Q07507","41"
"P25524","41"
"Q3MUY2","41"
"Q9VRJ2","41"
"SMP0000236","41"
"P38817","41"
"Q03388","41"
"R-DRE-8951664","41"
"D020234","41"
"Q9VIZ0","41"
"D000386","41"
"R-HSA-76061","41"
"Q9SGS2","41"
"Q03944","41"
"D006561","41"
"Q06833","41"
"P40458","41"
"Q9C944","41"
"P0A6B9","41"
"Q9FNV8","41"
"Q9U308","41"
"P19318","41"
"Q9SDY5","41"
"D010661","41"
"P31388","41"
"SMP0000199","41"
"Q03435","41"
"P89102","41"
"Q10213","41"
"D019066","41"
"P36116","41"
"Q8CBC4","41"
"P32381","41"
"R-HSA-933542","41"
"Q3KP22","41"
"Q9SCU5","41"
"O13734","41"
"P38696","41"
"Q12483","41"
"P21269","41"
"Q12449","41"
"P46957","41"
"P17064","41"
"R-SPO-69601","41"
"Q9FMC2","41"
"P0ABA6","41"
"Q9NPH9","41"
"Q7K480","41"
"Q8N4V2","41"
"Q9FPE8","41"
"Q9SYG2","41"
"Q9GYS1","41"
"O64687","41"
"P97458","41"
"P06715","41"
"Q9LYE4","41"
"D007713","41"
"Q24211","41"
"Q09825","41"
"Q8NET1","41"
"Q9C6I4","41"
"Q8LEA8","41"
"Q12440","41"
"Q9UKU9","41"
"SMP0000219","41"
"P07822","41"
"P52870","41"
"Q12277","41"
"Q6AYB8","41"
"Q500Y9","41"
"P54113","41"
"P30408","41"
"Q96IM9","41"
"Q2T9K0","41"
"Q8NHU0","41"
"O65154","41"
"Q5H9L2","41"
"R-SPO-159236","41"
"R-HSA-9702518","41"
"R-DME-5689603","41"
"P0ABK9","41"
"Q9SCP9","41"
"Q9ZTX9","41"
"P49018","41"
"D006228","41"
"Q06506","41"
"Q9SAH7","41"
"P87060","41"
"Q12476","41"
"P08125","41"
"Q04651","41"
"D018275","41"
"Q03048","41"
"Q39079","41"
"Q6UXN7","41"
"P0AF28","41"
"P37344","41"
"O60732","41"
"Q9LNC9","41"
"Q12816","41"
"Q39083","41"
"Q9C5I3","41"
"O82255","41"
"Q9XWH0","41"
"P47104","41"
"Q80WJ1","41"
"O23144","41"
"Q9Z0S3","41"
"P0AG11","41"
"P32349","41"
"Q96292","41"
"R-HSA-428930","41"
"Q9SA56","41"
"Q9LS00","41"
"R-RNO-159236","41"
"Q969Q5","41"
"P40096","41"
"Q5VWJ9","41"
"DB12647","41"
"Q8N7G0","41"
"Q9D4G2","41"
"D015267","41"
"D012163","41"
"MIM:616340","41"
"R-RNO-6804756","41"
"Q9DB43","41"
"Q9C932","41"
"R-RNO-8876198","41"
"P08877","41"
"O23674","41"
"P32496","41"
"MIM:612644","41"
"R-MMU-5674135","41"
"Q03973","41"
"Q58EK5","41"
"Q3UDK1","41"
"Q9Y0E4","41"
"MIM:602459","41"
"Q8N0Z2","41"
"O13828","41"
"DB13881","41"
"R-SPO-159231","41"
"P34208","41"
"R-HSA-901032","41"
"MIM:614152","41"
"Q03714","41"
"P08964","41"
"O57539","41"
"D008844","41"
"Q6PF15","41"
"P58317","41"
"R-HSA-9013508","41"
"Q5N8J1","41"
"P00914","41"
"Q8SYK5","41"
"Q9D7R2","41"
"P92953","41"
"Q9FE83","41"
"Q8GWF1","41"
"R-HSA-373753","41"
"Q9MAL9","41"
"Q8N9S9","41"
"O17607","41"
"Q06680","41"
"Q96N03","41"
"P50946","41"
"Q9FPJ4","41"
"R-RNO-9833482","41"
"P42777","41"
"Q9SN78","41"
"O74986","41"
"Q9SSW0","41"
"Q9R1T5","41"
"P40078","41"
"Q3TQ03","41"
"Q2M1V0","41"
"Q8NHB8","41"
"Q9D495","41"
"Q9P7R9","41"
"Q9LPW7","41"
"Q12434","41"
"P15459","41"
"P38138","41"
"Q86XD5","41"
"Q94AJ5","41"
"P48240","41"
"P48731","41"
"Q80W03","41"
"Q8LJT8","41"
"Q0V7V2","41"
"Q86Y22","41"
"Q9SIB4","41"
"Q9FYE6","41"
"Q80V31","41"
"Q80W88","41"
"D006962","41"
"P68739","41"
"R-SCE-6782210","41"
"D013700","41"
"Q9M9L0","41"
"P52205","41"
"R-CEL-674695","41"
"Q9Y5G9","41"
"P33307","41"
"Q9BZW2","41"
"DB13027","41"
"P08460","41"
"Q5VVH5","41"
"P11914","41"
"D014625","41"
"Q8LBC0","41"
"Q9VAB8","42"
"Q6TCH7","42"
"Q06137","42"
"Q56XR0","42"
"D015418","42"
"D017825","42"
"R-HSA-9700645","42"
"Q8NFR3","42"
"Q9XTB5","42"
"P40219","42"
"P0ADY1","42"
"Q8L7E5","42"
"O23090","42"
"P18843","42"
"R-HSA-3322077","42"
"Q9VPH0","42"
"P53923","42"
"Q9LZM1","42"
"Q1EBV6","42"
"Q9SCR2","42"
"Q94261","42"
"R-MMU-9772755","42"
"Q99M15","42"
"Q8NEG0","42"
"P25522","42"
"Q9LIS3","42"
"D009402","42"
"D006335","42"
"O22873","42"
"MIM:600101","42"
"R-BTA-2871837","42"
"P18409","42"
"Q9M000","42"
"Q8NEB5","42"
"Q8IPX7","42"
"Q8IY49","42"
"Q8N8L2","42"
"Q7ZWK8","42"
"Q5VZB9","42"
"SMP0000320","42"
"Q23272","42"
"Q00582","42"
"Q5MJ09","42"
"Q90WW1","42"
"R-BTA-195253","42"
"O04350","42"
"Q07266","42"
"P52297","42"
"P23256","42"
"R-DME-68949","42"
"P32773","42"
"Q9LJW3","42"
"Q16609","42"
"R-RNO-174084","42"
"D003409","42"
"SMP0000321","42"
"P0A7M2","42"
"Q84TK1","42"
"Q9SJR5","42"
"Q9NWA0","42"
"Q9P0M4","42"
"Q9BTD3","42"
"P38310","42"
"Q46822","42"
"Q8CDI2","42"
"Q07084","42"
"DB08858","42"
"Q9H4S2","42"
"D055728","42"
"P25300","42"
"Q94CL9","42"
"P39969","42"
"P0AES9","42"
"SMP0000523","42"
"D006255","42"
"R-BTA-174084","42"
"Q96G21","42"
"SMP0000172","42"
"P38890","42"
"P38797","42"
"Q9ZNT7","42"
"P29381","42"
"Q05776","42"
"DB14712","42"
"O14343","42"
"SMP0000200","42"
"Q18953","42"
"P60757","42"
"P38656","42"
"O48726","42"
"Q8BGT0","42"
"Q8WW35","42"
"Q9DAD6","42"
"C580383","42"
"P38063","42"
"Q5ICW4","42"
"Q9WVJ4","42"
"Q93VH1","42"
"R-HSA-918233","42"
"O88987","42"
"R-MMU-9696264","42"
"P21954","42"
"Q08685","42"
"Q6VGS5","42"
"R-MMU-975634","42"
"Q9XZH6","42"
"Q93646","42"
"O64587","42"
"SMP0000139","42"
"Q2NL98","42"
"Q92772","42"
"Q8IX06","42"
"P48510","42"
"P0AFG0","42"
"P53220","42"
"D020514","42"
"Q8BNX1","42"
"MIM:606346","42"
"Q9CAF4","42"
"Q03707","42"
"Q9SJW9","42"
"D020162","42"
"Q9FMT4","42"
"Q08749","42"
"Q64693","42"
"R-RNO-5358346","42"
"R-HSA-9701192","42"
"Q96EP9","42"
"P0AC81","42"
"P50106","42"
"P49367","42"
"P0AC38","42"
"P53266","42"
"Q9FME3","42"
"O95057","42"
"Q9FIX5","42"
"Q39183","42"
"MIM:605583","42"
"D008109","42"
"Q9SR02","42"
"P05852","42"
"Q99884","42"
"P0A6M2","42"
"P79005","42"
"P37019","42"
"R-SPO-8854050","42"
"P10869","42"
"R-HSA-171306","42"
"Q46877","42"
"Q23536","42"
"P53067","42"
"Q9NQ31","42"
"P40510","42"
"P37869","42"
"Q05636","42"
"P00490","42"
"D008173","42"
"P20133","42"
"Q793I8","42"
"P0ADE4","42"
"Q0WNJ6","42"
"O61707","42"
"Q9FFY6","42"
"Q8N9E0","42"
"MIM:608224","42"
"P25071","42"
"R-RNO-450408","42"
"Q6YBR5","42"
"P39304","42"
"D005097","42"
"P39742","42"
"Q9SWI1","42"
"Q05946","42"
"P0AEE5","42"
"Q8WZ60","42"
"P79065","42"
"P34110","42"
"Q10331","42"
"D008590","42"
"P46603","42"
"Q9VWG3","42"
"P0A9P4","42"
"P15625","42"
"O80995","42"
"Q08234","42"
"P32912","42"
"P19358","42"
"Q9XI84","42"
"P35180","42"
"P9WNB1","42"
"Q8VYF7","42"
"Q86BY9","42"
"O14668","42"
"DB12258","42"
"P46077","42"
"Q9LES2","42"
"SMP0000361","42"
"D004412","42"
"R-HSA-4085001","42"
"SMP0000336","42"
"Q14165","42"
"Q80VH0","42"
"Q8W4P1","42"
"Q8WQL7","42"
"Q96M69","42"
"P27515","42"
"Q9SL42","42"
"R-HSA-191273","42"
"R-DDI-349425","42"
"R-RNO-380320","42"
"P07438","42"
"R-HSA-9818027","42"
"Q8NCK3","42"
"Q15032","42"
"P53942","42"
"O14581","42"
"P22464","42"
"Q9VC57","42"
"P38307","42"
"Q9FY69","42"
"Q8N339","42"
"R-HSA-5173214","42"
"P40558","42"
"Q94EI3","42"
"Q9LVK3","42"
"R-HSA-202430","42"
"R-SPO-8856828","42"
"Q94C60","42"
"Q9SA07","42"
"Q7XA73","42"
"Q9ESN4","42"
"Q76KX8","42"
"Q46896","42"
"R-HSA-70895","42"
"P53145","42"
"Q9T6H8","42"
"P32396","42"
"Q9NS85","42"
"P43565","42"
"R-HSA-77075","42"
"Q8STE5","42"
"Q5QF96","42"
"P09980","42"
"D006530","42"
"P40498","42"
"P0C093","42"
"Q7XJU1","42"
"Q8NBI3","42"
"O22971","42"
"Q9C952","42"
"Q96QR1","42"
"O17850","42"
"D005770","42"
"P0A9M8","42"
"Q96GT9","42"
"O75001","42"
"Q8VZG1","42"
"Q0WQX9","42"
"Q9M354","42"
"D017380","42"
"R-HSA-399956","42"
"P33225","42"
"O82248","42"
"D009958","42"
"SMP0000484","42"
"Q61471","42"
"O60422","42"
"P35732","42"
"D017497","42"
"O05442","42"
"P38260","42"
"D006105","42"
"Q10653","42"
"Q9LND0","42"
"DB04907","42"
"Q8VY64","42"
"Q6UXU6","42"
"D008585","42"
"O49675","42"
"P09832","42"
"Q8R182","42"
"Q9LID0","42"
"P06988","42"
"Q6NVV7","42"
"Q03897","42"
"O14718","42"
"Q06631","42"
"P69771","42"
"Q9FGP8","42"
"Q7L8S5","42"
"Q90922","42"
"Q07688","42"
"Q9M2Q6","42"
"O59751","42"
"O23628","42"
"Q64FQ2","42"
"Q9SJM4","42"
"P37527","42"
"Q05919","42"
"Q9LGE3","42"
"Q96L03","42"
"MIM:615629","42"
"Q39070","42"
"P38439","42"
"Q8S897","42"
"O94547","42"
"Q8VY27","42"
"Q95Y80","42"
"Q9C5J9","42"
"Q8TD23","42"
"Q9US25","42"
"P32525","42"
"Q12159","42"
"P0ACB2","42"
"Q02205","42"
"P87176","42"
"Q54K32","42"
"O14455","42"
"O59800","42"
"O42709","42"
"Q9FJ54","42"
"P53079","42"
"O60486","42"
"P0AC02","42"
"P04391","42"
"R-BTA-174154","42"
"O04336","42"
"Q8GY11","42"
"Q2MJR0","42"
"P16568","42"
"Q5FWF6","42"
"R-SPO-9837999","42"
"SMP0000138","42"
"Q0WNR2","42"
"Q9STX3","42"
"Q12406","42"
"R-MMU-2871796","42"
"Q9UKP3","42"
"Q8BMG1","42"
"O16867","42"
"Q9Y5R5","42"
"P39633","42"
"Q9NZH5","42"
"P0CI26","42"
"SMP0000141","42"
"P49956","42"
"Q9S851","42"
"Q8TCJ0","42"
"Q9FMH8","42"
"P13099","42"
"Q16378","42"
"P38302","42"
"O61722","42"
"P53093","42"
"Q9LVW2","42"
"P12758","42"
"P39521","42"
"D001750","42"
"R-MMU-4615885","42"
"P38689","42"
"Q93VH6","42"
"P35194","42"
"P31806","42"
"Q9JMB1","42"
"O73874","42"
"R-BTA-72695","42"
"MIM:616968","42"
"Q9ASX9","42"
"D002430","42"
"Q8IPH9","42"
"Q17635","42"
"P46964","42"
"P0A6A6","42"
"Q8GUN5","42"
"Q5BJU5","42"
"O22800","42"
"DB05428","42"
"Q9LM76","42"
"Q8NCU1","42"
"Q969I3","42"
"SMP0000431","42"
"Q8TC21","42"
"DB09284","42"
"DB16738","42"
"Q6F6B3","42"
"D054463","42"
"P42498","42"
"P19319","42"
"P47124","42"
"P18111","42"
"Q6JP77","42"
"P18480","42"
"P0A9J6","42"
"Q95RR8","42"
"P98084","42"
"Q96DD0","42"
"P9WQB3","42"
"R-HSA-5627123","42"
"R-MMU-8853659","42"
"Q9Y5H9","42"
"D034141","42"
"Q9FNP4","42"
"Q13939","42"
"D015417","42"
"P27801","42"
"P26570","42"
"R-HSA-1461973","42"
"Q8AXF4","42"
"Q9SL15","42"
"R-CEL-195253","42"
"O43193","42"
"D016483","42"
"Q8N831","42"
"P40316","42"
"Q96H12","42"
"P34730","42"
"D011317","42"
"P59817","42"
"R-BTA-418555","42"
"O13046","42"
"Q96RI9","42"
"SMP0000074","42"
"Q9SYG4","42"
"Q04603","42"
"Q9VS59","42"
"P0A6I6","42"
"Q8RWD9","42"
"O22469","42"
"Q8TAM6","42"
"P27882","42"
"SMP0000178","42"
"P36108","42"
"P90925","42"
"P32588","42"
"D015209","42"
"R-HSA-171319","42"
"O17670","42"
"SMP0000173","42"
"Q9ZVL3","42"
"P20604","42"
"Q9UST6","42"
"P34647","42"
"Q68DY9","42"
"Q9JKN5","42"
"P0ADS2","42"
"Q9V3G3","42"
"Q99J45","42"
"Q96PU9","42"
"P33895","42"
"P22855","42"
"Q8W4I5","42"
"Q9UII5","42"
"D023921","42"
"P47054","42"
"Q6AZW8","42"
"Q9H4B8","42"
"Q9LT23","42"
"MIM:616969","42"
"Q13296","42"
"Q9N5D6","42"
"P0A7T7","42"
"P40202","42"
"R-MMU-9696273","42"
"SMP0000360","42"
"Q96M11","42"
"Q9SWG3","43"
"Q03558","43"
"Q9H609","43"
"Q05609","43"
"Q9LQZ5","43"
"P0ACB4","43"
"Q5VVX9","43"
"D023903","43"
"Q38950","43"
"D007926","43"
"O65020","43"
"Q9SRH9","43"
"Q9ZVB5","43"
"DB00061","43"
"Q0WT24","43"
"Q9C5X3","43"
"P09430","43"
"P26233","43"
"R-RNO-3371497","43"
"R-BTA-5663220","43"
"R-RNO-187577","43"
"R-MMU-9035034","43"
"Q5TJ65","43"
"P08679","43"
"P0A955","43"
"Q9LQZ7","43"
"Q96T91","43"
"P04808","43"
"P52920","43"
"P97765","43"
"P38633","43"
"P06102","43"
"Q5TEC3","43"
"P40559","43"
"Q9FMV1","43"
"P23758","43"
"Q8W4D8","43"
"R-SCE-8951664","43"
"Q96JC4","43"
"Q9V813","43"
"O80719","43"
"DB05860","43"
"R-RNO-204005","43"
"P09373","43"
"Q9SQR3","43"
"DB06159","43"
"Q14593","43"
"D024741","43"
"Q09293","43"
"Q8N1H7","43"
"DB13896","43"
"Q9UPU3","43"
"P25656","43"
"D017545","43"
"P32800","43"
"R-DME-6807878","43"
"R-HSA-1482839","43"
"P34498","43"
"Q66K41","43"
"P00909","43"
"R-HSA-173107","43"
"Q04410","43"
"Q9SJU5","43"
"P56880","43"
"Q5JTD7","43"
"Q9U2Z0","43"
"P08957","43"
"Q9VVA8","43"
"Q03660","43"
"Q9STS3","43"
"P38932","43"
"R-RNO-3371453","43"
"Q6NLV4","43"
"O23487","43"
"R-HSA-352230","43"
"MIM:601317","43"
"Q6ZQ73","43"
"Q9LR44","43"
"P53256","43"
"O75818","43"
"O00341","43"
"D056685","43"
"Q9SQX9","43"
"P0AG90","43"
"P9WHU1","43"
"O75409","43"
"P59240","43"
"Q6S7B0","43"
"P0A6D3","43"
"Q9NRX1","43"
"Q9LM84","43"
"Q8H125","43"
"Q6UWM7","43"
"D016511","43"
"D017563","43"
"R-HSA-1059683","43"
"Q12421","43"
"O74309","43"
"P21179","43"
"DB04744","43"
"O94818","43"
"Q8GXT3","43"
"P05221","43"
"P36003","43"
"O60200","43"
"DB14523","43"
"Q8VZS3","43"
"Q21121","43"
"P07548","43"
"Q9S763","43"
"Q52LD8","43"
"P46959","43"
"R-HSA-5676594","43"
"DB15749","43"
"P52486","43"
"Q9MAX3","43"
"R-MMU-2299718","43"
"Q9FH18","43"
"O64764","43"
"P53893","43"
"Q01454","43"
"Q9SMP0","43"
